ID,Image,NameJP,NameEN,Gender,Role,Position,Element,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Age Group,School Year
2822,https://dxi4wb638ujep.cloudfront.net/1/k/x/8/x8azlqp7ibm.png,Kei Kuwabara,Luca Cervus,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Middle School,Grade 8
2823,https://dxi4wb638ujep.cloudfront.net/1/k/r/t/rt5sy3cz9h8.png,Natsuta Oito,Cole Optera,Male,Player,FW,Mountain,111,108,98,87,85,80,96,Middle School,Grade 8
2824,https://dxi4wb638ujep.cloudfront.net/1/k/g/7/g7in1i6jqsu.png,Fukunosuke Karahara,Hamish Voracio,Male,Player,MF,Fire,97,112,113,83,81,81,100,Middle School,Grade 8
2825,https://dxi4wb638ujep.cloudfront.net/1/k/u/r/ur3vef5r3t8.png,Nagahiro Banba,Ivor Kernel,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Middle School,Grade 7
2826,https://dxi4wb638ujep.cloudfront.net/1/k/l/5/l5g0p6fraeu.png,Sakiko Yukyu,Saskia Fresh,Female,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 7
2827,https://dxi4wb638ujep.cloudfront.net/1/k/l/r/lrd5z7wy7y0.png,Takao Nisumi,Rollo Twain,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 9
2828,https://dxi4wb638ujep.cloudfront.net/1/k/6/5/65syeewiwbc.png,Kinichi Masuru,Buddy Arnolds,Male,Player,GK,Forest,84,92,86,97,101,104,92,Middle School,Grade 8
2829,https://dxi4wb638ujep.cloudfront.net/1/k/a/w/awptnzfqjhs.png,Reina Wakakagi,Mirabel Tussel,Female,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 7
2830,https://dxi4wb638ujep.cloudfront.net/1/k/r/-/r--mgmjqose.png,Kijiro Sakahata,Monty Montague,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 9
2831,https://dxi4wb638ujep.cloudfront.net/1/k/p/f/pf5qo_x8lue.png,Asari Kuruma,Wilfred Coggle,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 7
2832,https://dxi4wb638ujep.cloudfront.net/1/k/y/3/y3ixjaxgmns.png,Anshi Tobi,Soren Uphigh,Male,Player,MF,Fire,97,112,113,83,81,81,100,Middle School,Grade 8
2833,https://dxi4wb638ujep.cloudfront.net/1/k/4/y/4yrewdiothc.png,In Tamada,Frankie Boulder,Male,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 8
2834,https://dxi4wb638ujep.cloudfront.net/1/k/j/w/jwaldie0-00.png,Shinabu Matsudo,Alex Gottlieb,Male,Player,MF,Fire,97,112,113,83,81,81,100,Middle School,Grade 7
2835,https://dxi4wb638ujep.cloudfront.net/1/k/9/a/9al9svhwzlc.png,Hoko Tomoe,Rosa Welle,Female,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 8
2836,https://dxi4wb638ujep.cloudfront.net/1/k/m/y/myucbqhs040.png,Irita Misato,Miles Panzer,Male,Player,DF,Forest,86,88,91,97,102,88,111,Middle School,Grade 9
2837,https://dxi4wb638ujep.cloudfront.net/1/k/c/a/cabxvzlzltc.png,Kentaro Kakesue,Brutus Pummel,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
2838,https://dxi4wb638ujep.cloudfront.net/1/k/z/y/zyq2cmtjme0.png,Akiha Onbe,Rita Bloggs,Female,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 7
2839,https://dxi4wb638ujep.cloudfront.net/1/k/t/d/tdjdr7yrt-e.png,Keiichi Haku,Trajan Leet,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 7
2840,https://dxi4wb638ujep.cloudfront.net/1/k/i/1/i14i8e-r-ns.png,Kyubee Ota,Sirius Buff,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 8
2841,https://dxi4wb638ujep.cloudfront.net/1/k/g/u/gu_-sds97ls.png,Kimiyoshi Teruto,Siarti Tivi,Male,Player,DF,Mountain,82,85,83,102,106,87,118,Exobeing,-
2842,https://dxi4wb638ujep.cloudfront.net/1/k/r/8/r8of_ikhw4e.png,Gorogoro Donten,Cumulo Nimbus,Male,Player,GK,Wind,84,92,86,97,101,104,92,Middle School,Grade 7
2843,https://dxi4wb638ujep.cloudfront.net/1/k/x/t/xttqs__pjy0.png,Kaisei Masazoe,Sunny Fairweather,Male,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 8
2844,https://dxi4wb638ujep.cloudfront.net/1/k/a/7/a7clbaz1orc.png,Makio Taifuzaka,Tye Foon,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
2845,https://dxi4wb638ujep.cloudfront.net/1/k/0/r/0rjtwnaxpu0.png,Konoshin Senda,Romulus Fulmen,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
2846,https://dxi4wb638ujep.cloudfront.net/1/k/f/5/f5sydy8tenc.png,Shizuku Amatsuyu,Rayne Shawa,Female,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 8
2847,https://dxi4wb638ujep.cloudfront.net/1/k/r/r/rrj_hz1kll8.png,Yukiko Sasame,Nieve Alba,Female,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 7
2848,https://dxi4wb638ujep.cloudfront.net/1/k/a/5/a54eqmtei4u.png,Shigesuna Egi,Newt Tangels,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 8
2849,https://dxi4wb638ujep.cloudfront.net/1/k/6/w/6wbr5rmw9yk.png,Fuhito Komasuke,Romeo Wheedler,Male,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 8
2850,https://dxi4wb638ujep.cloudfront.net/1/k/l/-/l-qkuuasqrm.png,Kiichi Kokubo,Bruno Tanner,Male,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 7
2851,https://dxi4wb638ujep.cloudfront.net/1/k/j/f/jftw63savtm.png,Toichi Hosu,Donald Hooan,Male,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 7
2852,https://dxi4wb638ujep.cloudfront.net/1/k/4/3/43c3xi064ek.png,Rumi Tsuyumi,Goldie Locke,Female,Player,FW,Mountain,118,112,102,83,81,81,89,Middle School,Grade 8
2853,https://dxi4wb638ujep.cloudfront.net/1/k/y/y/yy_cevbyn-u.png,Moriko Hayaki,Harriet Bunne,Female,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 9
2854,https://dxi4wb638ujep.cloudfront.net/1/k/p/w/pwojpqnign8.png,Takeji Imoto,Cato Pillar,Male,Player,MF,Mountain,97,112,113,83,81,81,100,Middle School,Grade 8
2855,https://dxi4wb638ujep.cloudfront.net/1/k/d/a/dax7ynkqhyu.png,Shigeru Kake,Trent Ulah,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 9
2856,https://dxi4wb638ujep.cloudfront.net/1/k/s/y/syaa1ycqqb8.png,Mitsuko Hachibana,Beatrix Hunny,Female,Player,DF,Fire,86,88,91,97,102,88,111,Middle School,Grade 7
2857,https://dxi4wb638ujep.cloudfront.net/1/k/q/m/qmwlwdxarsm.png,Kiriya Kamaigawa,Piero Mantisse,Male,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 8
2858,https://dxi4wb638ujep.cloudfront.net/1/k/h/k/hknq7ixgghk.png,Chosuke Hachida,Grant Hoppa,Male,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 8
2859,https://dxi4wb638ujep.cloudfront.net/1/k/b/l/blefo_iozbu.png,Yumeyo Kamikiri,Anne Tenney,Female,Player,MF,Mountain,100,109,105,87,88,81,97,Middle School,Grade 7
2860,https://dxi4wb638ujep.cloudfront.net/1/k/w/j/wj1-faesey8.png,Kyuzo Yoshine,Renardo Foxe,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 9
2861,https://dxi4wb638ujep.cloudfront.net/1/k/y/c/ycyirzw-b08.png,Rotaro Fukuda,Tawny Screech,Male,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 8
2862,https://dxi4wb638ujep.cloudfront.net/1/k/d/q/dqddgmwe2hu.png,Hoko Inukai,Gerda Dogge,Female,Player,FW,Forest,111,108,98,87,85,80,96,Middle School,Grade 7
2863,https://dxi4wb638ujep.cloudfront.net/1/k/j/f/jfg2v7fmdnk.png,Rakumi Otanuki,Ruby Catbear,Female,Player,MF,Fire,100,109,105,87,88,81,97,Middle School,Grade 7
2864,https://dxi4wb638ujep.cloudfront.net/1/k/s/t/strx4ej2uum.png,Ranzo Gori,Magnus Aype,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 8
2865,https://dxi4wb638ujep.cloudfront.net/1/k/m/h/mhupjjgujrk.png,Yorine Momosono,Leon Griffin,Male,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 8
2866,https://dxi4wb638ujep.cloudfront.net/1/k/x/v/xvfuk2gukym.png,Yosuke Kurota,Tommy Wobbal,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 7
2867,https://dxi4wb638ujep.cloudfront.net/1/k/5/h/5hej-3pnf0s.png,Chisato Akado,Rhys Semanrime,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 7
2868,https://dxi4wb638ujep.cloudfront.net/1/k/i/v/iv1ctipdohe.png,Rinko Mimino,Boe Heemian,Female,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 7
2869,https://dxi4wb638ujep.cloudfront.net/1/k/o/a/oaw3avcvdn0.png,Risa Odoro,Summer Salt,Female,Player,FW,Forest,118,112,102,83,81,81,89,Middle School,Grade 7
2870,https://dxi4wb638ujep.cloudfront.net/1/k/z/o/zonwtq6vwuc.png,Oi Nunose,Heezbie Heindyu,Male,Player,GK,Forest,84,92,86,97,101,104,92,Middle School,Grade 9
2871,https://dxi4wb638ujep.cloudfront.net/1/k/b/j/bjgkdzod1sc.png,To Enbo,Freddie Stayre,Male,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 7
2872,https://dxi4wb638ujep.cloudfront.net/1/k/q/h/qhrrumo5yh0.png,Nori Ikaho,Incus Quid,Male,Player,DF,Wind,86,88,91,97,102,88,111,Middle School,Grade 8
2873,https://dxi4wb638ujep.cloudfront.net/1/k/k/o/koye9r7xtbe.png,Gaku Fukada,Douglas Fische,Male,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 9
2874,https://dxi4wb638ujep.cloudfront.net/1/k/7/m/7md_qudlays.png,Akira Hirani,Pyro Nyah,Male,Player,FW,Wind,111,108,98,87,85,80,96,Middle School,Grade 8
2875,https://dxi4wb638ujep.cloudfront.net/1/k/p/m/pm8nhjepnne.png,Kuruzo Soeda,Otto Legge,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 8
2876,https://dxi4wb638ujep.cloudfront.net/1/k/-/k/-kngmc4tk-s.png,Hongoro Kurumai,Lucian Sunfish,Male,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 7
2877,https://dxi4wb638ujep.cloudfront.net/1/k/w/m/wmcnivsm1re.png,Mizuki Umitsuki,Jemima Ellison,Female,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 8
2878,https://dxi4wb638ujep.cloudfront.net/1/k/b/k/bkzspq0cyys.png,Shunichi Arai,Martin Fleet,Male,Player,GK,Forest,84,92,86,97,101,104,92,Middle School,Grade 8
2879,https://dxi4wb638ujep.cloudfront.net/1/k/h/l/hlqzc3but4c.png,Hidekazu Muroi,Mudhi Uppindown,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Middle School,Grade 8
2880,https://dxi4wb638ujep.cloudfront.net/1/k/q/j/qjh4xinual0.png,Osakiyo Nakaoka,Joe Leggit,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Middle School,Grade 8
2881,https://dxi4wb638ujep.cloudfront.net/1/k/s/c/scmkfr1cfn0.png,Hiromi Misato,Jenral Gaim,Male,Player,DF,Wind,86,88,91,97,102,88,111,Middle School,Grade 7
2882,https://dxi4wb638ujep.cloudfront.net/1/k/j/q/jqxfyut4o-c.png,Harumi Shinomata,Snap Breakwater,Male,Player,FW,Mountain,111,108,98,87,85,80,96,Middle School,Grade 7
2883,https://dxi4wb638ujep.cloudfront.net/1/k/d/f/df0whzmwdes.png,Ryo Tomifuku,Narcisse Rotondo,Male,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 8
2884,https://dxi4wb638ujep.cloudfront.net/1/k/y/t/ytfrmmakwte.png,Katsuo Hainida,Apnus Braithwaite,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 9
2885,https://dxi4wb638ujep.cloudfront.net/1/k/g/h/gh6j9bdoxss.png,Makoto Zendoji,Ron Flappibal,Male,Player,DF,Forest,86,88,91,97,102,88,111,Middle School,Grade 8
2886,https://dxi4wb638ujep.cloudfront.net/1/k/3/v/3vloq-ls6he.png,Iko Soramori,Clara Schott,Female,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 7
2887,https://dxi4wb638ujep.cloudfront.net/1/k/z/h/zhqlk_sbbnk.png,Tatsuhito Kakihara,Penn Manship,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 7
2888,https://dxi4wb638ujep.cloudfront.net/1/k/o/v/ovhenakh2-m.png,Otonoshi Sasanishi,Roland Netland,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 8
2889,https://dxi4wb638ujep.cloudfront.net/1/k/i/a/iacx0d_pde8.png,Anju Satonashi,Apra Chabel,Female,Player,FW,Forest,118,112,102,83,81,81,89,Middle School,Grade 7
2890,https://dxi4wb638ujep.cloudfront.net/1/k/5/o/5ozqziztutu.png,Mikuji Namekawa,Uzi Slugge,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
2891,https://dxi4wb638ujep.cloudfront.net/1/k/7/j/7j0m37l_rru.png,Kagero Usuba,Larveo Antlion,Male,Player,FW,Wind,118,112,102,83,81,81,89,Middle School,Grade 9
2892,https://dxi4wb638ujep.cloudfront.net/1/k/k/h/khftaetfgy8.png,Musashi Kameyama,Sheldon Bugg,Male,Player,DF,Mountain,82,85,83,102,106,87,118,Middle School,Grade 8
2893,https://dxi4wb638ujep.cloudfront.net/1/k/q/o/qomyjzynz4m.png,Odoro Haritachi,Finn Boyle,Male,Player,DF,Forest,86,88,91,97,102,88,111,Middle School,Grade 7
2894,https://dxi4wb638ujep.cloudfront.net/1/k/b/m/bmx5km-3elk.png,Rin Sakura,Venoma Sting,Female,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 9
2895,https://dxi4wb638ujep.cloudfront.net/1/k/v/m/vmohvr9v50m.png,Tento Madara,Bert Laydie,Male,Player,GK,Forest,84,92,86,97,101,104,92,Middle School,Grade 9
2896,https://dxi4wb638ujep.cloudfront.net/1/k/e/k/ekza4ubvuhk.png,Joka Tachikara,Hulk Flounder,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 8
2897,https://dxi4wb638ujep.cloudfront.net/1/k/0/g/0gmykufdqss.png,Akusuke Takada,Bjorn Thiswey,Male,Player,DF,Forest,86,88,91,97,102,88,111,Middle School,Grade 7
2898,https://dxi4wb638ujep.cloudfront.net/1/k/f/i/fi9tjrjnhfe.png,Mutsuo Warusaya,Duane Jerus,Male,Player,FW,Wind,111,108,98,87,85,80,96,Middle School,Grade 8
2899,https://dxi4wb638ujep.cloudfront.net/1/k/l/n/lnema2wvy_0.png,To Kamimura,Don Capo,Male,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 7
2900,https://dxi4wb638ujep.cloudfront.net/1/k/u/p/upvh3jwvfmc.png,Warasa Hikari,Riff Ormd,Male,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 8
2901,https://dxi4wb638ujep.cloudfront.net/1/k/w/u/wuobzqi5akc.png,Masuo Suga,Dusty Weeza,Male,Player,DF,Fire,82,85,83,102,106,87,118,Middle School,Grade 7
2902,https://dxi4wb638ujep.cloudfront.net/1/k/n/g/ngz60ved350.png,Reiko Fukawa,Louisa Borde,Female,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 7
2903,https://dxi4wb638ujep.cloudfront.net/1/k/h/p/hp6pnyxlcze.png,Yumeji Konaki,Ty Tanner,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 9
2904,https://dxi4wb638ujep.cloudfront.net/1/k/2/b/2bluknxxvqs.png,Otoo Ogami,Lucan Thorpe,Male,Player,DF,Wind,86,88,91,97,102,88,111,Middle School,Grade 8
2905,https://dxi4wb638ujep.cloudfront.net/1/k/c/r/cr027autive.png,Nintaro Akao,Aymer Loozit,Male,Player,MF,Mountain,97,112,113,83,81,81,100,Middle School,Grade 8
2906,https://dxi4wb638ujep.cloudfront.net/1/k/z/d/zdfxw_yplms.png,Nekomi Matano,Kitty Spinster,Female,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 7
2907,https://dxi4wb638ujep.cloudfront.net/1/k/d/r/dream-7gekm.png,Kohei Sunamine,Oswald Bones,Male,Player,FW,Forest,118,112,102,83,81,81,89,Middle School,Grade 7
2908,https://dxi4wb638ujep.cloudfront.net/1/k/s/d/sdv7hbdap5k.png,Hiro Shirasagi,Kingston Whitebridge,Male,Player,GK,Wind,84,92,86,97,101,104,92,Middle School,Grade 9
2909,https://dxi4wb638ujep.cloudfront.net/1/k/m/s/msmoycosczu.png,Sosuke Byakuya,Bisher Whitehurst,Male,Player,DF,Wind,86,88,91,97,102,88,111,Middle School,Grade 8
2910,https://dxi4wb638ujep.cloudfront.net/1/k/9/e/9e9vfjooxq8.png,Naito Byakuya,Nitely Whitehurst,Male,Player,FW,Wind,118,112,102,83,81,81,89,Middle School,Grade 7
2911,https://dxi4wb638ujep.cloudfront.net/1/k/_/l/_l6zx6ce0s8.png,Tankuro Byakuya,Rick Whitehurst,Male,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 8
2912,https://dxi4wb638ujep.cloudfront.net/1/k/o/n/onlscf6-zfu.png,Yumine Shirasagi,Quinn Whitebridge,Female,Player,FW,Wind,118,112,102,83,81,81,89,Middle School,Grade 8
2913,https://dxi4wb638ujep.cloudfront.net/1/k/u/i/uionpyp2s_k.png,Punta Shiraki,Drei Whitely,Male,Player,MF,Wind,100,109,105,87,88,81,97,Middle School,Grade 7
2914,https://dxi4wb638ujep.cloudfront.net/1/k/f/k/fkzginpmbmm.png,Tosui Kawahata,Iggy Heade,Male,Player,FW,Mountain,118,112,102,83,81,81,89,Middle School,Grade 9
2915,https://dxi4wb638ujep.cloudfront.net/1/k/r/g/rgmetqqumzk.png,Jinto Kakune,Tyko Wondo,Male,Player,GK,Mountain,84,92,86,97,101,104,92,Middle School,Grade 8
2916,https://dxi4wb638ujep.cloudfront.net/1/k/a/i/aix_-vmulam.png,Bokuhiko Sagamihara,Sid Steppe,Male,Player,MF,Forest,97,112,113,83,81,81,100,Middle School,Grade 8
2917,https://dxi4wb638ujep.cloudfront.net/1/k/y/n/yni0oe-x8ls.png,Heami Bando,Rhonda House,Female,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 9
2918,https://dxi4wb638ujep.cloudfront.net/1/k/d/l/dltvfhytrwe.png,Sabahito Shibuichi,Francis Shoe,Male,Player,FW,Mountain,111,108,98,87,85,80,96,Middle School,Grade 7
2919,https://dxi4wb638ujep.cloudfront.net/1/k/j/k/jkwgw8tlk20.png,Sugao Nukabachi,Ken Haddow,Male,Player,FW,Wind,118,112,102,83,81,81,89,Middle School,Grade 7
2920,https://dxi4wb638ujep.cloudfront.net/1/k/s/i/sibb7dlfjfc.png,Kurazo Tabuchi,Price Shaids,Male,Player,GK,Forest,84,92,86,97,101,104,92,Middle School,Grade 8
2921,https://dxi4wb638ujep.cloudfront.net/1/k/q/d/qdgdvazzmdc.png,Shuji Watarinuki,Patton Fairway,Male,Player,DF,Forest,86,88,91,97,102,88,111,Middle School,Grade 9
2922,https://dxi4wb638ujep.cloudfront.net/1/k/h/r/hr384l_jhw0.png,Manaka Moeha,Philippa Belle,Female,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 7
2923,https://dxi4wb638ujep.cloudfront.net/1/k/b/e/beujr4kbuqe.png,Satori Meiseki,Des Eving,Male,Player,MF,Forest,97,112,113,83,81,81,100,Middle School,Grade 7
2924,https://dxi4wb638ujep.cloudfront.net/1/k/w/s/wsloghs75js.png,Shosuke Takeoka,Newt Lease,Male,Player,DF,Fire,86,88,91,97,102,88,111,Middle School,Grade 7
2925,https://dxi4wb638ujep.cloudfront.net/1/k/e/g/egaw3kvzece.png,Kansuke Yashiki,Armand Sedate,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Middle School,Grade 8
2926,https://dxi4wb638ujep.cloudfront.net/1/k/1/u/1urra1jjzvs.png,Aruji Kokuo,Kingley Blackcrown,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 9
2927,https://dxi4wb638ujep.cloudfront.net/1/k/b/g/bgwca0aqsdm.png,Sokichi Kurosawa,Bishopp Blackside,Male,Player,DF,Fire,82,85,83,102,106,87,118,Middle School,Grade 8
2928,https://dxi4wb638ujep.cloudfront.net/1/k/q/u/qub9tlmq_wk.png,Kihei Kurosawa,Nate Blackside,Male,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 7
2929,https://dxi4wb638ujep.cloudfront.net/1/k/k/b/kbii-wtykqu.png,Tanku Kurosawa,Rook Blackside,Male,Player,MF,Fire,97,112,113,83,81,81,100,Middle School,Grade 8
2930,https://dxi4wb638ujep.cloudfront.net/1/k/7/p/7ptptp1inj8.png,Himeko Kokuo,Queenie Blackcrown,Female,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 8
2931,https://dxi4wb638ujep.cloudfront.net/1/k/5/i/5iu19wnoil8.png,Pusuke Kuroishi,Tre Blackley,Male,Player,MF,Fire,100,109,105,87,88,81,97,Middle School,Grade 7
2932,https://dxi4wb638ujep.cloudfront.net/1/k/i/g/igluqpb0pwu.png,Agenari Norikawa,Ernest Etson,Male,Player,GK,Forest,84,92,86,97,101,104,92,Middle School,Grade 8
2933,https://dxi4wb638ujep.cloudfront.net/1/k/o/p/opghds0862k.png,Joki Marusara,Turner Tabel,Male,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 9
2934,https://dxi4wb638ujep.cloudfront.net/1/k/z/n/zn3autsgxfm.png,Tabero Neyama,Reilly Italot,Male,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 8
2935,https://dxi4wb638ujep.cloudfront.net/1/k/t/n/tniyfgrkw6k.png,Norio Hasayama,Rocky McCanns,Male,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 7
2936,https://dxi4wb638ujep.cloudfront.net/1/k/c/l/cl55yf3edjm.png,Takeno Shiigi,Nash Room,Male,Player,DF,Fire,82,85,83,102,106,87,118,Middle School,Grade 7
2937,https://dxi4wb638ujep.cloudfront.net/1/k/s/n/sn2ycwdrick.png,Kurusu Fukuyama,Will Lusion,Male,Player,DF,Fire,82,85,83,102,106,87,118,Middle School,Grade 8
2938,https://dxi4wb638ujep.cloudfront.net/1/k/j/l/jlhtxp7rpvm.png,Kyoshiro Utakata,Christian Ball,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 8
2939,https://dxi4wb638ujep.cloudfront.net/1/k/d/k/dkkmi0oz6p8.png,Tagame Kimura,Lynne Wildcat,Female,Player,FW,Forest,118,112,102,83,81,81,89,Middle School,Grade 8
2940,https://dxi4wb638ujep.cloudfront.net/1/k/y/i/yivhplojx8u.png,Atsushi Kamada,Shaun Asparr,Male,Player,MF,Mountain,100,109,105,87,88,81,97,Middle School,Grade 8
2941,https://dxi4wb638ujep.cloudfront.net/1/k/w/d/wdsbhs6ps6u.png,Kumanobu Michisuji,Don Prima,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 9
2942,https://dxi4wb638ujep.cloudfront.net/1/k/b/r/brj6mtc1_j8.png,Kuromaru Koyasuda,Doug Spoddy,Male,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 7
2943,https://dxi4wb638ujep.cloudfront.net/1/k/h/e/heapfwp9kpm.png,Saiji Shishimine,Faulk Dansa,Male,Player,DF,Wind,86,88,91,97,102,88,111,Middle School,Grade 8
2944,https://dxi4wb638ujep.cloudfront.net/1/k/q/s/qsxuypphnak.png,Shunsuke Hayabusa,Nick Yergrub,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 9
2945,https://dxi4wb638ujep.cloudfront.net/1/k/k/g/kgo2dcmlalm.png,Nusuhiko Kaito,Cain Cavalier,Male,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 8
2946,https://dxi4wb638ujep.cloudfront.net/1/k/v/u/vu_xu9qftwk.png,Taketoshi Kitashita,Selwyn Crawler,Male,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 8
2947,https://dxi4wb638ujep.cloudfront.net/1/k/7/g/7gka08jwm6e.png,Seiji Yotsui,Saul Durban,Male,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 8
2948,https://dxi4wb638ujep.cloudfront.net/1/k/k/u/kuv7zdfshjs.png,Kakeru Ango,Algo Rithm,Male,Player,FW,Fire,118,112,102,83,81,81,89,Exobeing,-
2949,https://dxi4wb638ujep.cloudfront.net/1/k/q/b/qb2okewkupc.png,Seoko Kisugi,Posy Striker,Female,Player,DF,Forest,82,85,83,102,106,87,118,Middle School,Grade 8
2950,https://dxi4wb638ujep.cloudfront.net/1/k/b/p/bphvnhwe5a0.png,Tomekichi Kaei,Adi Sivfeet,Male,Player,MF,Forest,100,109,105,87,88,81,97,Middle School,Grade 8
2951,https://dxi4wb638ujep.cloudfront.net/1/k/z/i/ziazj4ey8c0.png,Reo Kamei,Camille Aeon,Male,Player,DF,Wind,82,85,83,102,106,87,118,Middle School,Grade 7
2952,https://dxi4wb638ujep.cloudfront.net/1/k/o/g/ogxskhiirvc.png,Takanori Arinami,Axel Lottle,Male,Player,MF,Wind,97,112,113,83,81,81,100,Middle School,Grade 8
2953,https://dxi4wb638ujep.cloudfront.net/1/k/i/p/ipsn3axakps.png,Jami Omori,Ada Vyper,Female,Player,FW,Fire,111,108,98,87,85,80,96,Middle School,Grade 7
2954,https://dxi4wb638ujep.cloudfront.net/1/k/5/n/5njgalx6j8e.png,Kenji Koura,Sheldon Myrtle,Male,Player,GK,Forest,84,92,86,97,101,104,92,Middle School,Grade 9
2955,https://dxi4wb638ujep.cloudfront.net/1/k/n/n/nnceroyyuds.png,Keita Asato,Callum Rocke,Male,Player,FW,Fire,118,112,102,83,81,81,89,Middle School,Grade 8
2956,https://dxi4wb638ujep.cloudfront.net/1/k/8/l/8lt_gxuidwe.png,Yaku Kabutenji,Jack Skipper,Male,Player,GK,Fire,84,92,86,97,101,104,92,Middle School,Grade 7
2957,https://dxi4wb638ujep.cloudfront.net/1/k/a/b/ab7ulsnocj0.png,Hitoshi Maji,Ruben Lamp,Male,Player,DF,Mountain,86,88,91,97,102,88,111,Middle School,Grade 9
2958,https://dxi4wb638ujep.cloudfront.net/1/k/x/z/xzkpitbsvqc.png,Kirie Saotome,Hilda Brunner,Female,Player,FW,Forest,118,112,102,83,81,81,89,Middle School,Grade 7
